Year	Month	Column1
1771	3	"Saturday, 9th. "
1771	3	"Sunday, 10th. "
1771	3	"Monday, 11th. "
1771	3	"Tuesday, 12th. "
1771	3	"Wednesday, 13th. "
1771	3	"Thursday, 14th. "
1771	3	"Friday, 15th. "
1771	3	"Saturday, 16th. "
1771	3	"Sunday, 17th. "
1771	3	"Monday, 18th. "
1771	3	"Tuesday, 19th. "
1771	3	"Wednesday, 20th. "
1771	3	"Thursday, 21st. "
1771	3	"Friday, 22nd, Saturday, 23rd, Sunday, 24th, Monday, 25th, Tuesday, 26th. "
1771	3	"Wednesday, 27th. "
1771	3	"Thursday, 28th, Friday, 29th. "
1771	3	"Saturday, 30th. "
1771	3	"Sunday, 31st. "
1771	4	"Monday, April 1st. "
1771	4	"Tuesday, 2nd. "
1771	4	"Wednesday, 3rd. "
1771	4	"Thursday, 4th. "
1771	4	"Friday, 5th. "
1771	4	"Saturday, 6th. "
1771	4	"Sunday, 7th. "
1771	4	"Monday, 8th. "
1771	4	"Tuesday, 9th. "
1771	4	"Wednesday, 10th. "
1771	4	"Thursday, 11th. "
1771	4	"Friday, 12th. "
1771	4	"Saturday, 13th. "
1771	4	"Sunday, 14th. "
1771	4	"Monday, 15th. "
1771	4	"TUESDAY, 16th. "
1771	4	"Wednesday, 17th. "
1771	4	"Thursday, 18th. "
1771	4	"Friday, 19th. "
1771	4	"Saturday, 20th. "
1771	4	"Sunday, 21st. "
1771	4	"Monday, 22nd. "
1771	4	"Tuesday, 23rd. "
1771	4	"Wednesday, 24th. "
1771	4	"Thursday, 25th. "
1771	4	"Friday, 26th. "
1771	4	"Saturday, 27th. "
1771	4	"Sunday, 28th. "
1771	4	"Monday, 29th. "
1771	4	"Tuesday, 30th. "
1771	5	"Wednesday, May 1st. "
1771	5	"Thursday, 2nd. "
1771	5	"Friday, 3rd. "
1771	5	"Saturday, 4th. "
1771	5	"Sunday, 5th. "
1771	5	"Monday, 6th. "
1771	5	"Tuesday, 7th. "
1771	5	"Wednesday, 8th. "
1771	5	"Thursday, 9th. "
1771	5	"Friday, 10th. "
1771	5	"Friday, 11th. "
1771	5	"Saturday, 12th. "
1771	5	"Sunday, 13th. "
1771	5	"Monday, 14th. "
1771	5	"Tuesday, 15th. "
1771	5	"Wednesday, 16th. "
1771	5	"Thursday, 17th. "
1771	5	"Saturday, 18th. "
1771	5	"Sunday, 19th. "
1771	5	"Monday, 20th. "
1771	5	"Tuesday, 21st. "
1771	5	"Wednesday, 22nd. "
1771	5	"Thursday, 23rd. "
1771	5	"Friday, 24th. "
1771	5	"Saturday, 25th. "
1771	5	"Sunday, 26th. "
1771	5	"Monday, 27th. "
1771	5	"Tuesday, 28th. "
1771	5	"Wednesday, 29th. "
1771	5	"Thursday, 30th. "
1771	5	"Friday, 31st. "
1771	6	"Saturday, June 1st. "
1771	6	"Sunday, 2nd. "
1771	6	"Monday, 3rd. "
1771	6	"Tuesday, 4th. "
1771	6	"Wednesday, 5th. "
1771	6	"Thursday, 6th. "
1771	6	"Friday, 7th. "
1771	6	"Saturday, 8th. "
1771	6	"Sunday, 9th. "
1771	6	"Monday, 10th. "
1771	6	"Tuesday, 11th. "
1771	6	"Wednesday, 12th. "
1771	6	"Thursday, 13th. "
1771	6	"Friday, 14th. "
1771	6	"Saturday, 15th. "
1771	6	"Sunday, 16th. "
1771	6	"Monday, 17th. "
1771	6	"Tuesday, 18th. "
1771	6	"Wednesday, 19th. "
1771	6	"Thursday, 20th. "
1771	6	"Friday, 21st. "
1771	6	"Saturday, 22nd. "
1771	6	"Sunday, 23rd. "
1771	6	"Monday, 24th. "
1771	6	"Tuesday, 25th. "
1771	6	"Wednesday, 26th. "
1771	6	"Thursday, 27th. "
1771	6	"Friday, 28th. "
1771	6	"Saturday, 29th. "
1771	6	"Sunday, 30th. "
1771	7	"Monday, July 1st. "
1771	7	"Tuesday, 2nd. "
1771	7	"Wednesday, 3rd. "
1771	7	"Thursday, 4th. "
1771	7	"Friday, 5th. "
1771	7	"Saturday, 6th. "
1771	7	"Sunday, 7th. "
1771	7	"Monday, 8th. "
1771	7	"Tuesday, 9th. "
1771	7	"Wednesday, 10th. "
1771	7	"Friday, 11th. "
1771	7	"Friday, 12th. "
1771	7	"Saturday, 13th. "
